id_hotel,nombre,suburbio,barrio,ciudad,ciudad_geopy,estado,region,pais,codigo_postal,latitud,longitud,direccion_formateada,url_1,url_2,url_3,url_4,url_5,url_6,url_7,url_8,url_9,url_10,dominio_1,dominio_2,dominio_3,dominio_4,dominio_5,dominio_6,dominio_7,dominio_8,dominio_9,dominio_10,geosource,fuente_geodata
322535317,Pousada Vilarejo da Serra,,Vacaria,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3203462,-43.6098095,"Pousada Vilarejo da Serra, Rodovia Bom Caminho do Castrinho, Vacaria, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://pousada-vilarejo-da-serra.minas-gerais-hotels.com/pt/,,,,,,,,,,pousada-vilarejo-da-serra.minas-gerais-hotels.com,,,,,,,,,,geopy,
322535352,Pousada Fazenda do Engenho,,Alto do Cruzeiro,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3387484,-43.6077927,"Pousada Fazenda do Engenho, Estrada do Engenho, Alto do Cruzeiro, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-fazenda-do-engenho.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322535806,Pousada Renascer,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3361897,-43.6222754,"Pousada Renascer, Rua do Engenho, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-da-cachoeira-araras.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322535809,Pousada Village da Serra,,Vila Santa Terezinha,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.331857,-43.6193657,"Pousada Village da Serra, Rodovia Bom Caminho do Castrinho, Vila Santa Terezinha, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-village-da-serra-santana-do-riacho.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322536311,Pousada Mangueira,,Vila Santa Terezinha,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.333052,-43.6214535,"Pousada Mangueira, Rodovia Bom Caminho do Castrinho, Vila Santa Terezinha, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-da-mangueira.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322536323,Pousada Recanto da Serra,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3339815,-43.6209962,"Pousada Recanto da Serra, Rua Caju, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-recanto-da-serra-santana-do-riacho.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322536598,Pousada Bela Vista,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3376463,-43.6323557,"Pousada Bela Vista, Alameda das Orquídeas, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",,,,,,,,,,,,,,,,,,,,,geopy,
322551701,Pousada Adega Cipó,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3371586,-43.6264022,"Pousada Adega Cipó, Rua das Bromélias, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-adega-cipo-santana-do-riacho.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322551702,Pousada Jardim de Minas,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3365533,-43.6282313,"Pousada Jardim de Minas, Rua das Bromélias, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-jardim-de-minas-serra-do-cipo1.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322551708,Pousada do Matuto,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.337074,-43.6296164,"Pousada do Matuto, Alameda das Orquídeas, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-matuto-cipo-santana-do-riacho.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322551727,Pousada Aconchego,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3378643,-43.6298225,"Pousada Aconchego, Alameda dos Coqueiros, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://aconchego-na-montanha-12460-000-2.hotelcamposdojordao.com/pt/,,,,,,,,,,aconchego-na-montanha-12460-000-2.hotelcamposdojordao.com,,,,,,,,,,geopy,
322551742,Pousada das Flores Piedade,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3361107,-43.6245207,"Pousada das Flores Piedade, Rua das Flores, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",,,,,,,,,,,,,,,,,,,,,geopy,
322551746,Pousada Estalagem da Serra,,Recanto da Serra,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3364293,-43.6236028,"Pousada Estalagem da Serra, Rua Begônia, Recanto da Serra, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-estalagem-da-serra-serra-do-cipo.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322551879,Pousada Canto das Águas,,,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3415072,-43.6397065,"Pousada Canto das Águas, Rua Pau d'Óleo, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-canto-das-aguas-serra-do-cipo.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322551888,Pousada Pôr do Sol,,,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3432129,-43.6404424,"Pousada Pôr do Sol, Rua Santa Rita, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",,,,,,,,,,,,,,,,,,,,,geopy,
322551896,Pousada da Serra,,,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3434639,-43.6399404,"Pousada da Serra, Rodovia Bom Caminho do Castrinho, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.agoda.com/en-in/pousada-da-nana/hotel/serra-br.html,,,,,,,,,,www.agoda.com,,,,,,,,,,geopy,
322551898,Pousada Solar dos Ipês,,,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3436236,-43.6410756,"Pousada Solar dos Ipês, Rua Pau Monjolo, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/solar-dos-ipes.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322551904,Cipó Veraneio Hotel,Terra de Arroz,,,Jaboticatubas,Minas Gerais,Southeast Region,Brasil,,-19.3451154,-43.6433603,"Cipó Veraneio Hotel, Rodovia Bom Caminho do Castrinho, Terra de Arroz, Almeida, Jaboticatubas, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://cipo-veraneio.minas-gerais-hotels.com/pt/,,,,,,,,,,cipo-veraneio.minas-gerais-hotels.com,,,,,,,,,,geopy,
322551908,Pousada Canto Verde,Terra de Arroz,,,Jaboticatubas,Minas Gerais,Southeast Region,Brasil,,-19.3452038,-43.6438652,"Pousada Canto Verde, Rodovia Bom Caminho do Castrinho, Terra de Arroz, Almeida, Jaboticatubas, Região Metropolitana de Belo Horizonte, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-canto-verde.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
322765863,Hotel Fagundes Varela,Icaraí,,,Niterói,Rio de Janeiro,Southeast Region,Brasil,24220-020,-22.8999684,-43.1143159,"Hotel Fagundes Varela, Rua Fagundes Varela, Icaraí, Região Praias da Baía, Niterói, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 24220-020, Brazil",https://www.booking.com/hotel/br/quintal-niteroi-niteroi.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
331954898,,Copacabana,,,Rio de Janeiro,Rio de Janeiro,Southeast Region,Brasil,22021-020,-22.9643453,-43.1770607,"Rua Ministro Viveiros de Castro, Copacabana, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 22021-020, Brazil",,,,,,,,,,,,,,,,,,,,,geopy,
331956610,Royal Rio Palace Hotel,Copacabana,,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Southeast Region,Brasil,22020-002,-22.964337,-43.1784874,"Royal Rio Palace Hotel, 82, Rua Duvivier, Copacabana, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 22020-002, Brazil",https://royalrio.com.br/,,,,,,,,,,royalrio.com.br,,,,,,,,,,geopy,
332786802,Pousada Recanto dos Coqueiros,,,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3283816,-43.6175093,"Pousada Recanto dos Coqueiros, Rua Mandiga, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-recanto-dos-coqueiros.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
332786804,Pousada Chão da Serra,,Vacaria,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3196777,-43.6087494,"Pousada Chão da Serra, Rodovia Bom Caminho do Castrinho, Vacaria, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.booking.com/hotel/br/pousada-chapso-da-serra.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
332786846,Pousada das Pedras,,Vacaria,,Santana do Riacho,Minas Gerais,Southeast Region,Brasil,,-19.3177364,-43.6078844,"Pousada das Pedras, Rodovia Rúbio Ortiz von Bentzeen Rodrigues, Vacaria, Serra do Cipó, Santana do Riacho, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Southeast Region, Brazil",https://www.trivago.com.br/pt-BR/oar/hotel-pousada-das-pedras-monte-verde?search=100-6996566,,,,,,,,,,www.trivago.com.br,,,,,,,,,,geopy,
340473485,Hotel Riazor,Catete,,,Rio de Janeiro,Rio de Janeiro,Southeast Region,Brasil,22220-000,-22.9262485,-43.1767661,"Hotel Riazor, 160, Rua do Catete, Catete, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 22220-000, Brazil",http://hotelriazor.com.br/?lg=en,,,,,,,,,,hotelriazor.com.br,,,,,,,,,,geopy,
349252748,Pousada dos Cocais,Sauê,,,Aracruz,Espírito Santo,Southeast Region,Brasil,29198-254,-19.9242148,-40.111301,"Pousada dos Cocais, ES-010, Sauê, Santa Cruz, Aracruz, Região Geográfica Imediata de Linhares, Região Geográfica Intermediária de São Mateus, Espírito Santo, Southeast Region, 29198-254, Brazil",,,,,,,,,,,,,,,,,,,,,geopy,
379790719,Hotel Sagres,São Brás,,,Belém,Pará,North Region,Brasil,66060-232,-1.4481815,-48.4677556,"Hotel Sagres, 2927, Avenida Governador José Malcher, São Brás, Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, North Region, 66060-232, Brazil",https://www.hotelsagres.com/,,,,,,,,,,www.hotelsagres.com,,,,,,,,,,geopy,
412310724,Copacabana Praia Hotel,Ipanema,Arpoador,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Southeast Region,Brasil,22080-040,-22.9869257,-43.1899271,"Copacabana Praia Hotel, 30, Rua Francisco Otaviano, Arpoador, Ipanema, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 22080-040, Brazil",http://copacabanapraiahotel.com.br/,,,,,,,,,,copacabanapraiahotel.com.br,,,,,,,,,,geopy,
415419662,Hotel Aconchego,,Santa Catarina,Urubici,Urubici,Santa Catarina,Região Geográfica Intermediária de Lages,Brasil,88650-000,-27.9919058,-49.5819807,"Hotel Aconchego, 1586, Avenida Pedro Bernardo Warmeling, Santa Catarina, Urubici, Região Geográfica Imediata de Lages, Região Geográfica Intermediária de Lages, Santa Catarina, South Region, 88650-000, Brazil",https://www.hotelaconchegosc.com.br/,,,,,,,,,,www.hotelaconchegosc.com.br,,,,,,,,,,geopy,
416653243,Jardim do Ouro,,,,Itaituba,Pará,North Region,Brasil,,-6.2553459,-55.771089,"Jardim do Ouro, 35, Transgarimpeira, Itaituba, Região Geográfica Imediata de Itaituba, Região Geográfica Intermediária de Santarém, Pará, North Region, Brazil",,,,,,,,,,,,,,,,,,,,,geopy,
416654175,Pousada Borboleta,,,,Aracati,Ceará,Northeast Region,Brasil,62804-208,-4.5252266,-37.7053579,"Pousada Borboleta, Rua Sudoeste, Canoa Quebrada, Aracati, Região Geográfica Imediata de Aracati, Região Geográfica Intermediária de Quixadá, Ceará, Northeast Region, 62804-208, Brazil",https://www.booking.com/hotel/br/pousada-borboleta.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
422345144,Hotel Nova Era,Morro,,,Bragança,Pará,North Region,Brasil,68600-000,-1.0592404,-46.7682816,"Hotel Nova Era, Rua Cônego Clementino, Morro, Bragança, Região Geográfica Imediata de Bragança, Região Geográfica Intermediária de Castanhal, Pará, North Region, 68600-000, Brazil",https://br.todosnegocios.com/pt/hotel-nova-era_5g-31-3861-1935,,,,,,,,,,br.todosnegocios.com,,,,,,,,,,geopy,
429667838,Hotel Praia do Sol,São Francsico,,,Ilhéus,Bahia,Northeast Region,Brasil,45655-106,-14.8188251,-39.0258871,"Hotel Praia do Sol, BA-001, São Francsico, Ilhéus, Região Geográfica Imediata de Ilhéus – Itabuna, Região Geográfica Intermediária de Ilhéus-Itabuna, Bahia, Northeast Region, 45655-106, Brazil",https://www.booking.com/hotel/br/praia-do-sol.pt-br.html,,,,,,,,,,www.booking.com,,,,,,,,,,geopy,
431013589,Windsor Florida Hotel,Catete,,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Southeast Region,Brasil,22210-040,-22.9271554,-43.1761669,"Windsor Florida Hotel, 81, Rua Ferreira Viana, Catete, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 22210-040, Brazil",https://windsorhoteis.com/hotel/windsor-florida/,,,,,,,,,,windsorhoteis.com,,,,,,,,,,geopy,
