id_hotel,nombre,url_principal,ciudad,pais,latitud,longitud
286971351,Hotel Europeo,,,Nicaragua,12.140697,-86.2847658
298717879,Hospedaje Bosques de Bolonia,,,Nicaragua,12.1385657,-86.2885739
313630771,Crowne Plaza Managua,https://www.crowneplaza.com/cpmanagus,Managua,Nicaragua,12.1431966,-86.2740874
428518595,Estelimar,,,Nicaragua,13.0988519,-86.334955
577133799,Miraflores,,Esteli,Nicaragua,13.0935705,-86.3564249
592029849,Colonial,,,Nicaragua,12.4379636,-86.8782386
613258706,Hotel Charco Verde,http://www.charcoverde.com.ni/,,Nicaragua,11.4793291,-85.6352799
750469251,La Islita Boutique Hotel,,,Nicaragua,11.927828,-85.9515204
806528014,Hotel Juigalpa,,,Nicaragua,12.1061681,-85.371213
828504628,El Nuevo Milenio,,,Nicaragua,12.1066909,-85.3641314
828504629,Casita Country,,,Nicaragua,12.1083728,-85.3614796
828504632,Dos Aries,,,Nicaragua,12.0943791,-85.3627886
828504634,Posada La Casona,,,Nicaragua,12.0943838,-85.3622468
828504636,Masagua,,,Nicaragua,12.0946041,-85.3620268
828504651,El Regreso,,,Nicaragua,12.1069986,-85.3638132
831324401,Hotel Costa Azul,,,Nicaragua,11.510392,-85.5541678
1018766030,Hotel Ritzo,,,Nicaragua,12.1043096,-86.2626379
1095909328,Hotel Posada del Ángel,,,Nicaragua,12.1407936,-86.2801049
1095909329,Hotel El Conquistador,,Managua,Nicaragua,12.1438972,-86.2759752
1142233409,Hotel Plaza Colon,https://hotelplazacolon.com/,,Nicaragua,11.9298175,-85.9545076
1142233488,Selina Hotel,,,Nicaragua,11.9303853,-85.9544699
1142270294,Hotel Casa San Francisco,https://hotelcasasanfrancisco.com/,Granada,Nicaragua,11.9327609,-85.9528377
1144051648,Hotel con Corazón,https://www.hotelconcorazon.com/,,Nicaragua,11.9339279,-85.9535351
1144051652,Ok Corral Rooms,,,Nicaragua,11.9337809,-85.9547796
1145523006,Hotel La Calzada,,,Nicaragua,11.9301668,-85.9480333
1148163198,Hotel Casa la Luna,,,Nicaragua,11.9283038,-85.9538722
1185445481,Hacienda Merida,www.hmerida.com,,Nicaragua,11.4413879,-85.5598861
1194971386,Via Via,,,Nicaragua,12.4366851,-86.8757195
1194971388,Hostal La Clínica,,,Nicaragua,12.4332757,-86.8794233
1489546930,,,,Nicaragua,10.9720524,-84.3389775
1489547459,Hotel Villa Paraíso,http://www.villaparaiso.com.ni/,,Nicaragua,11.510741,-85.554253
1570005273,Hotel Buena Vista,,,Nicaragua,11.5129548,-85.5548722
1693131670,El Camino,,,Nicaragua,13.5627337,-86.4909894
1707844688,Tarpón River Lodge,,,Nicaragua,11.0443073,-84.4752139
1737135840,Hotel Flor de Pino,,,Nicaragua,13.6351414,-86.4799389
1737725020,Hotel Casa Barcelona,,Granada,Nicaragua,11.9233385,-85.9537605
1748771734,Hotel Brandt's,http://www.brandtshotel.com.ni/,,Nicaragua,12.1283513,-86.2628617
1748771736,Casa Naranja,https://www.hotelcasanaranja.com/,,Nicaragua,12.1206409,-86.2635194
1748811788,Brandt's,,,Nicaragua,12.1213338,-86.2673161
1748811799,Hostal Real,,,Nicaragua,12.120684,-86.2656392
1748811802,Hotel El Gran Marquez,,,Nicaragua,12.1179819,-86.2637617
1748811803,Hotel Los Robles,,,Nicaragua,12.1184843,-86.2655318
1748811805,Hotel Sol y Luna,,,Nicaragua,12.1196112,-86.2666022
1776756776,Casa San Juan,http://www.casasanjuan.net/,,Nicaragua,12.1233112,-86.2701029
1776757072,Royal Inn B&B,http://www.hotels-nicaragua.net/city/managua/hotel-royal-inn,,Nicaragua,12.1228327,-86.2713963
1776757611,Los Pinos,https://www.hotellospinos.com.ni/,Managua,Nicaragua,12.1183071,-86.2690437
1780589783,Hotel San José,,,Nicaragua,12.9216343,-85.9187723
1785289714,Gran Lago Hotel,http://www.grandhotelsnicaragua.com,,Nicaragua,11.1221773,-84.779446
1814947032,Hotel Lomas de San Thomas,https://www.facebook.com/pages/Hotel-Lomas-De-San-Thomas/215736528447091,,Nicaragua,12.9283437,-85.9081587
1819442987,Hotel La Mar Dulce,,,Nicaragua,11.9331883,-85.9598637
1848778407,Casita Sanpayo,,,Nicaragua,13.2153546,-86.110581
1884525964,Hostal Don Guillermo Bed & Breakfast,,,Nicaragua,12.927977,-85.9165267
1893877583,Hotel Papa Tara,,,Nicaragua,13.5035674,-84.2288659
1914715249,Monter,,,Nicaragua,14.0262385,-83.3835196
1929006438,Casa Grande Hotel,,,Nicaragua,12.1048732,-86.3190381
1995471147,Hotel Colonial,,,Nicaragua,13.4828996,-86.5821898
1995471311,Arena's Beach,,,Nicaragua,12.1595421,-83.064873
1995471340,Hotel Casa Canadá,,,Nicaragua,12.1674401,-83.0429701
1995471391,La Princesa de la Isla,,,Nicaragua,12.167024,-83.0706673
1995471442,Hotel Morgan,,Corn Islands,Nicaragua,12.182739,-83.0571616
2026720779,La Mariposa Escuela de Español & Eco-Hotel,,,Nicaragua,11.9501623,-86.1821991
2034338453,Raizon,,,Nicaragua,12.0236934,-86.1614292
2043141667,Pueblo Viejo,http://www.puebloviejonicaragua.com,,Nicaragua,12.0448196,-86.2569253
2092939479,Campo Royale Resort,http://www.camporoyaleresort.com,,Nicaragua,12.0350074,-86.2047024
2224245257,Magnific Rock Hotel,http://www.magnificrockpopoyo.com,,Nicaragua,11.4531937,-86.1033567
2249619862,Hotel El Jardin,www.eljardinhotel.com,,Nicaragua,11.275283,-85.8789745
2259580912,Hotel El Cielo,,,Nicaragua,12.6780991,-87.3689632
2282629617,Hotel El Rosario,,,Nicaragua,13.4830508,-86.5803823
2282631914,Hotel Mirador,,,Nicaragua,13.6235411,-86.47598
2306037923,Casa Iguana,,,Nicaragua,12.2810831,-82.9735078
2345156888,Hotel Contempo,,,Nicaragua,12.0745,-86.2252982
2345173508,Barceló Managua,http://www.barcelo.com/BarceloHotels/es_ES/hoteles/Nicaragua/Managua/hotel-barcelo-managua/descripcion-general.aspx,Managua,Nicaragua,12.0965039,-86.2634722
2407075750,Real Intercontinental Metrocentro,https://www.realhotelsandresorts.com/ni/rintercont_managua/home,Managua,Nicaragua,12.1266002,-86.264883
2410500397,Hotel Escuela Teosintal,,,Nicaragua,11.5386772,-85.6981981
2410534741,Los Altos Boutique Hotel & Residencias,,,Nicaragua,12.0963747,-86.2641739
2430666668,Hotel Melting Elefante,www.meltingelefante.com,Guasacate,Nicaragua,11.4658917,-86.1167183
2433987635,Monteristo River Lodge,https://www.montecristoriverlodge.com/,,Nicaragua,11.0232889,-84.4584986
2447053165,San Francisco,,,Nicaragua,13.3441914,-86.62156
2448397683,Hotel boutique Villa Maya,,,Nicaragua,12.0931064,-86.2334788
2448584706,Hotel Colón,,,Nicaragua,12.1226589,-86.2596033
2458946824,Elements Hotel Boutique,,,Nicaragua,12.1224778,-86.2655318
2462432678,Hotel Colonnade,,,Nicaragua,12.1189832,-86.2619386
2462599203,Globales Camino Real,https://www.globales.com/en/hotels/nicaragua/nicaragua/managua/globales-camino-real/,Managua,Nicaragua,12.1480796,-86.1855832
2463307450,Hotel Altamira,,,Nicaragua,12.1475429,-86.1944067
2472883132,Hotel RDG,,,Nicaragua,12.114731,-86.2626708
2474517649,Hotel Colibrí,https://colibrihotelmanagua.com/,,Nicaragua,12.1239641,-86.2627246
2474517650,Hotel Villa Americana,,,Nicaragua,12.1203041,-86.2634647
2475998093,Hotel Comfort,,,Nicaragua,12.1199953,-86.2551208
2488652188,La Pyrámide Hotel Restaurante,,,Nicaragua,12.1161697,-86.2689936
2488880646,Central Park,https://centralparkhotel.weebly.com/,Managua,Nicaragua,12.1212242,-86.2585094
2488880649,Hotel Internacional,,,Nicaragua,12.1153093,-86.2548432
2488880654,Hotel le Chateau,,,Nicaragua,12.1183077,-86.2626156
2496228867,Hotel Mi Roca HMR,,,Nicaragua,12.1286804,-86.2597147
2496230350,Hotel Ideas de Mamá,http://www.hotelideasdemama.com.ni,,Nicaragua,12.1287851,-86.2579956
2499510721,Ángel Azul hotel boutique,,,Nicaragua,12.1042215,-86.2620091
2505154024,Hotel Mozonte,https://www.hotelmozonte.com/,Managua,Nicaragua,12.1369559,-86.2797693
2535955975,Los Cardones Surf Lodge,https://loscardones.com/,,Nicaragua,11.8992712,-86.6083133
2539247442,La Posada Ecologica Abuela,,,Nicaragua,11.9423672,-86.0440649
2539247462,Hotel Brial Plaza,https://plus.google.com/102085351801826893845/about?gl=ni&hl=es,Managua,Nicaragua,12.0976335,-86.2465596
2551919967,Selva Negra,https://www.selvanegra.com/,,Nicaragua,12.9989267,-85.9097774
2560871584,Apoyo Resort & Spa,http://www.apoyoresort.com,,Nicaragua,11.918147,-86.0579503
2573653022,Hotelito Oasis,,,Nicaragua,12.358273,-87.0202971
2573653023,Olazul Hotel,,,Nicaragua,12.3675856,-87.0309393
2573653024,Playa Roca Hotel Restaurant Bar,,,Nicaragua,12.3603404,-87.0230214
2580461776,Roca Dura,,,Nicaragua,13.5887304,-86.4728425
2581913739,Hotel Las Américas,,,Nicaragua,13.0795872,-86.3548322
2581913745,Hotel Puro Estelí,,,Nicaragua,13.0942407,-86.354456
2582748137,Apartmentos Freeman,,Esteli,Nicaragua,13.0870069,-86.3559908
2605452958,San Simian,,,Nicaragua,11.9110279,-86.0555066
2610439700,Mango Rosa Resort,,,Nicaragua,11.2962489,-85.8919586
2610439704,Selina Maderas,https://www.selina.com/nicaragua/maderas,,Nicaragua,11.2912917,-85.9014058
2618903677,Parque Maritimo El Coco,,,Nicaragua,11.1614461,-85.8029253
2620563413,Bridget's,,,Nicaragua,12.285357,-82.9794059
2620563415,Carlito's Sunrise Paradise,,,Nicaragua,12.2863405,-82.9752503
2620563416,Casa Sunrise,http://casasunrise.com/,,Nicaragua,12.3015778,-82.9839284
2620563418,Los Delfines,,,Nicaragua,12.2832109,-82.9779996
2620563419,Derek's Place,https://www.dereksplacelittlecorn.com/,,Nicaragua,12.2998658,-82.9786926
2620563421,Dobedos,http://www.dobedos.ca/,,Nicaragua,12.3011937,-82.9853661
2620563422,Elsa's Place,,,Nicaragua,12.2856015,-82.9750066
2620563423,Ensueños,https://www.ensuenos-littlecornisland.com/,,Nicaragua,12.3011003,-82.9828195
2620563424,Farm Peace and Love,https://www.farmpeacelove.com/,,Nicaragua,12.3013949,-82.9810245
2620563426,Grace's Cool Spot,https://gracescoolspot.com/,,Nicaragua,12.2859694,-82.9751192
2620563430,Little Corn Island Beach and Bungalow,https://littlecornbb.com/,,Nicaragua,12.2887643,-82.9761011
2620563431,Lobster Inn,,,Nicaragua,12.2846156,-82.9789066
2620563441,Three Brothers,,,Nicaragua,12.2869449,-82.9808378
2621753370,Altamira Inn,,,Nicaragua,12.1184761,-86.2565285
2623008574,Hotel Camp Real,,,Nicaragua,12.0656477,-86.2116939
2623011991,Hostal San Agustín,,,Nicaragua,12.1198516,-86.257894
2632954610,,,,Nicaragua,11.9037449,-86.0945592
2633153287,La Posada,,,Nicaragua,12.8363651,-85.460738
2633153293,Hotel Las Brisas de Quirragua,,,Nicaragua,12.8374949,-85.4560603
2640194047,Hotel Flor de Sarta ***,,,Nicaragua,12.4402385,-86.8785982
2640244042,Hotel Central,,,Nicaragua,11.5639387,-85.5785301
2640244043,El Viejo Jade,,Moyogalpa,Nicaragua,11.5408724,-85.697664
2641375963,La Vista - Hotel & Restaurante,http://hotellavistanicaragua.com,Chichigalpa,Nicaragua,12.573361,-87.0259622
2666735815,Pájaro Azul,,,Nicaragua,11.91646,-86.0577746
2666735821,Hotel Central,,,Nicaragua,11.9782104,-86.096037
2666735822,Hotel Regis,,,Nicaragua,11.9770491,-86.0959343
2667747962,Casa Blanca,,,Nicaragua,11.9099739,-86.2018782
2671569242,Hotel Ometepetl,http://www.hotelesenometepe.com/,Moyogalpa,Nicaragua,11.5402596,-85.700193
2673988871,Aqua Oceanfront Resort,https://aquanicaragua.com/,,Nicaragua,11.3817162,-86.0290984
2673992855,Hotel Brio,https://www.hotelbrio.com/,,Nicaragua,11.3908671,-86.0268728
2675343772,Mukul Resort,https://mukulresort.com/,,Nicaragua,11.3737767,-86.0106051
2675443057,Hacienda Iguana Golf & Beach Resort,https://www.haciendaiguana.com/,,Nicaragua,11.4139496,-86.0519803
2676352460,The Surf Sanctuary,https://thesurfsanctuary.com/,,Nicaragua,11.4495052,-86.0868682
2690538261,Hotel Las Cabañitas,,,Nicaragua,12.1228058,-86.2710104
2702189753,Hotel Castillo,,AltaGracia,Nicaragua,11.5645933,-85.5788333
2702189762,Posada Cabrera,,,Nicaragua,11.5654557,-85.5789567
2705197199,The Landing,http://www.thelandinghotel.com/,Moyogalpa,Nicaragua,11.539256,-85.7009939
2705197205,The American Café & Hotel,http://www.americancafeandhotel.com/,Moyogalpa,Nicaragua,11.5404206,-85.6995353
2705197208,Hotelito Aly,http://www.hotelitoaly-ometepe.blogspot.com/,Moyogalpa,Nicaragua,11.541058,-85.6989175
2705197210,Casa Familiar,https://www.facebook.com/pages/isla-de-ometepe-Casa-familiar/192108497502910,Moyogalpa,Nicaragua,11.5401954,-85.6982236
2705197212,Hotel Nahuatl,http://nahuatlometepe.blogspot.com/,,Nicaragua,11.5389889,-85.6982722
2705197222,Hospedaje Central,http://hostelometepe.com/,,Nicaragua,11.5393174,-85.6976745
2705197223,Yogi's Hostel,https://www.facebook.com/pages/Yogis-Hostel/141810222642008,,Nicaragua,11.5386706,-85.697352
2706634809,El Ceibo,https://www.elceibomuseos.com/,,Nicaragua,11.4795153,-85.6725927
2707310055,Finca Venecia,http://www.fincavenecia.com/,San Jose del Sur,Nicaragua,11.4810192,-85.6396237
2707310057,Posada Chico Largo,https://www.facebook.com/posadachicolargo,San Jose del Sur,Nicaragua,11.4813407,-85.6401528
2707310064,Quinta Linda Vista,https://www.facebook.com/QuintaLindaVista,,Nicaragua,11.4999922,-85.6285416
2707998379,Hotel Rose,,,Nicaragua,12.6106215,-87.0777001
2713190050,Hotel Flores,,,Nicaragua,12.1484311,-86.1935826
2734772225,Hotel Yadash,,,Nicaragua,12.6712691,-83.5449331
2735013494,Table Point,,,Nicaragua,12.475035,-83.7363522
2735457697,Casa Blanca,,Laguna de Perlas,Nicaragua,12.3408312,-83.6746579
2735457702,Green Lodge,,Pearl Lagoon,Nicaragua,12.3413399,-83.670703
2735457703,Hotelito Bella Vista;Western Union,,Laguna de Perlas,Nicaragua,12.3423028,-83.6708791
2735457720,Sweet Pearly,,,Nicaragua,12.3416967,-83.670935
2735620684,Gran Hotel Anabas,,,Nicaragua,12.0119075,-83.7614677
2735620685,Hotel y Restaurante South Atlantic II,,,Nicaragua,12.0120565,-83.7602266
2735620686,Hotel Claudia,,,Nicaragua,12.0109111,-83.7601298
2735620687,Hotel Marda Maus,,,Nicaragua,12.0109286,-83.7600151
2735620698,Mini Hotel y Cafetín Central,,,Nicaragua,12.0119086,-83.7609914
2741494467,Hotel Soza,,,Nicaragua,12.9242955,-85.9198836
2756538675,Hotel El Ideal,,Matagalpa,Nicaragua,12.9306807,-85.9193642
2766074115,Best Western Las Mercedes,https://www.lasmercedes.com.ni/,Managua,Nicaragua,12.1459718,-86.1712584
2780671158,Hotel Holy,,,Nicaragua,12.1403577,-86.2855511
2782561789,Hotel Campo Real,,,Nicaragua,12.0812564,-86.2253613
2782561835,Hotel Casa Linda,,,Nicaragua,12.1416372,-86.2779111
2782561853,Hotel Euro,,,Nicaragua,12.1486929,-86.2751257
2782561868,Hotel San Luis,,,Nicaragua,12.1145438,-86.2528682
2782561948,Santo Domingo Imperial,,,Nicaragua,12.0925764,-86.2372726
2823077983,Hotel Mariposa,https://hotelmariposaleon.com/,,Nicaragua,12.4319574,-86.9063534
2880202557,Suyapa Beach Hotel,http://www.suyapabeach.com,,Nicaragua,12.3595208,-87.0223539
2884656110,Jicaro Island Ecolodge,https://www.jicarolodge.com/,,Nicaragua,11.8860731,-85.9016092
2886484740,Holiday Inn,https://www.holidayinn.com.ni/,Managua,Nicaragua,12.1240225,-86.27981
2888027623,Executive Managua,http://www.executivemanagua.com/,Managua,Nicaragua,12.1375046,-86.2763362
2888333667,Internacional,http://www.hotelinternacionalmanagua.com/,Managua,Nicaragua,12.1265266,-86.259913
2892704329,Hotel La Ceiba,,,Nicaragua,11.8784441,-85.9005211
2896376029,Hotel La Riviera,,,Nicaragua,13.0928011,-86.3594546
2900273275,Casa Lucia,,,Nicaragua,11.9342563,-85.9510275
2933720400,Colón,,,Nicaragua,13.6267708,-86.4756871
2933720410,Mi Hotelito,,,Nicaragua,13.6283185,-86.4762359
2962658071,Hotel Marítimo,,,Nicaragua,12.3734962,-87.0367453
2962697356,Hotel Amy,,,Nicaragua,12.1589971,-84.2209415
2962901844,Hotel Boutique Los Altos,,,Nicaragua,13.0897334,-86.3499374
2995051549,Terrasol,http://www.hotelterrasol.com/,Granada,Nicaragua,11.9282497,-85.9573021
2996187604,Condo Hotel Xalteva,http://hotelxalteva.com/,Granada,Nicaragua,11.9267663,-85.9582338
2996187607,Casa de Alto,http://www.hotelcasadealto.net/,Granada,Nicaragua,11.9328074,-85.9567079
2999089376,Palacio Real Granada,http://hotelpalaciorealgranada.com/,Granada,Nicaragua,11.9461089,-85.9819667
2999089378,Dolphin Guest House,,,Nicaragua,11.9453926,-85.9760491
2999089379,Los Patios,https://www.lospatiosgranada.com/,Granada,Nicaragua,11.9329194,-85.9489668
2999089380,Casa Grande,,Granada,Nicaragua,11.9289359,-85.9563117
