id_hotel,nombre,url_principal,ciudad,pais,latitud,longitud
265217309,Coral Caribe,,,Venezuela,11.1454571,-63.866033
520961022,La Viñeta,,,Venezuela,10.2284801,-67.3272718
587427969,Palmeras Country Club C.A.,,,Venezuela,7.885617,-72.4453517
606694247,Hotel Olé Caribe,,Macuto,Venezuela,10.6078555,-66.8811665
683772712,Hotel Venetur (Prado Río),,,Venezuela,8.6083154,-71.1384339
697292451,Hotel La Terraza,,,Venezuela,8.6292647,-71.1457141
701657726,Hotel Entre Ríos,,,Venezuela,8.624115,-71.1374148
701658527,Hotel Río Milla,,,Venezuela,8.6277322,-71.1408371
702751138,,,,Venezuela,8.62652,-71.15929
702754221,Hotel Santa Rosa,,,Venezuela,8.62661,-71.164
704963549,Hotel Caribay,,,Venezuela,8.5894286,-71.1562879
704964136,Atenas Park,,,Venezuela,8.57985,-71.1671599
704964287,Hotel Tabis,,,Venezuela,8.5894053,-71.1523188
853638434,Hotel Oviedo,,,Venezuela,8.591537,-71.152506
853650725,Hotel Angeles Palace,,,Venezuela,8.5931303,-71.1494637
853651296,Hotel Paso Real,,,Venezuela,8.5937138,-71.1499465
853653051,Hotel El Cid,,,Venezuela,8.5938358,-71.1493456
871570894,Hotel Freburt,,,Venezuela,10.4045983,-67.2872442
891135231,Hotel Paseo Las Mercedes,,Caracas,Venezuela,10.4783975,-66.8581962
945490859,Hotel Michelle,,,Venezuela,4.6040058,-61.1073517
945490860,Backpackers,,,Venezuela,4.6040406,-61.1069521
977666941,Hotel Los Conquistadores,,,Venezuela,8.7491854,-70.9229677
977666942,Hotel Carillón,,,Venezuela,8.74874,-70.9240459
984483453,Viila Suite,,,Venezuela,8.546678,-71.2309937
1030788838,Excurciones Kavak,,,Venezuela,6.2384083,-62.8515748
1037620116,Hotel Tokisay,,,Venezuela,8.2473721,-71.8312874
1041839797,Hotel El Paisa,,,Venezuela,7.06271,-69.5009644
1062805791,Yakoo,,,Venezuela,4.5895965,-61.0920548
1067859471,Condado Suites Hotel,,,Venezuela,10.2262723,-67.3271576
