id_hotel,nombre,url_principal,ciudad,pais,latitud,longitud
259547888,Hotel El Viejo y el Mar,,Havana,Cuba,23.0923999,-82.4931337
259548063,Hotel Copacabana,,,Cuba,23.1181598,-82.4339776
259548078,Chateau Miramar,,,Cuba,23.1156596,-82.4372577
259548084,Mirazul,,,Cuba,23.1170687,-82.4271993
259548086,Bella Costa,,,Cuba,23.1212214,-82.4299365
259548405,Hotel Bruzón,,,Cuba,23.1280733,-82.382443
259548568,Habana Riviera by Iberostar,https://www.ibercuba.com/en/hotels/la-habana/habana-riviera-by-iberostar/,La Habana,Cuba,23.1396588,-82.404262
343275442,Hotel del Tejadillo,,,Cuba,23.1417167,-82.3524295
343277477,Hotel Los Frailes,https://www.gaviotahotels.com/en/hotels-in-cuba/havana/hotel-los-frailes,Habana Vieja,Cuba,23.1366038,-82.3491255
409229963,Hotel Florida,https://www.gaviotahotels.com,Habana Vieja,Cuba,23.1390475,-82.352214
422915206,Beltrán de Santa Cruz,,,Cuba,23.135201,-82.3500213
422915221,Hotel Park View,,,Cuba,23.141355,-82.3580094
482220139,Villa Marina,,,Cuba,21.62418,-81.566095
503156613,Maguana,,,Cuba,20.4676599,-74.5865713
503714364,Villa La Lupe,,,Cuba,20.1898643,-75.2306067
529007435,Hotel Acuazul Varazul,,,Cuba,23.1370481,-81.2812063
539235155,Hotel Barcelo Arenas Blancas,,,Cuba,23.1556782,-81.2461151
539299073,Hotel Oasis,https://conocecuba.com/oasis,,Cuba,23.1313576,-81.3181345
604116379,Hotel San Juan,https://cuba-junky.com/santiago-de-cuba/hotelsanjuan.htm,,Cuba,20.0214664,-75.7993315
606367459,Iberostar Grand Trinidad,https://www.ibercuba.com/en/hotels/trinidad/iberostar-grand-trinidad/,Trinidad,Cuba,21.8007591,-79.9842605
611660966,Villa Trópico,,,Cuba,20.0150757,-75.8099119
611920833,Villa Gaviota Santiago,,,Cuba,20.0289217,-75.7978805
612154611,Rancho Club,,,Cuba,20.0477401,-75.8141483
613442764,Hotel Deportivo,https://conocecuba.com/motel-deportivo,,Cuba,20.0343018,-75.8105961
700923995,El Cayuelo,,,Cuba,21.127751,-75.8189144
717055051,Villa Guamá,,,Cuba,22.3437767,-81.1014193
717403922,Hotel Starfish Cayo Guillermo,,,Cuba,22.5747612,-78.6419287
717403929,Sol Cayo Guillermo,https://www.meliacuba.com/,,Cuba,22.5890914,-78.654022
1025727232,Costa Morena,https://cuba-junky.com/santiago-de-cuba/hotel_islazul_costa_morena.html,,Cuba,19.887309,-75.5227569
1025729306,Corales Carisol,,,Cuba,19.887297,-75.4810145
1056882045,Hacienda El Caney,,,Cuba,20.0495207,-75.7768905
1065865854,Hotel Cayo Levisa,https://cuba-junky.com/pinar-del-rio/hotel-cayo-levisa.htm,,Cuba,22.8844333,-83.5246503
1069281598,Hotel Rancho Luna,,,Cuba,22.0356977,-80.4140694
